expression,reading,eng_meaning,chi_meaning,level,guid
記事,きじ,"article, news story",文章，新聞報道,N3,D?VHH^x3x^
技師,ぎし,"engineer, technician",工程師、技術員,N3,u=&Ix|N:mj
記者,きしゃ,reporter,記者,N3,L%Xdco]ND%
傷,きず,"wound, injury, hurt",傷口、損傷、傷害,N3,Q?7OEINT{!
期待,きたい,"expectation, anticipation, hope",期望、期望、希望,N3,q|E5|~(~TI
気体,きたい,"vapor, gas",蒸汽，氣體,N3,BVN])vG*1F
帰宅,きたく,returning home,回家,N3,z!%Pu#*l7[
貴重,きちょう,"precious, valuable",珍貴的，有價值的,N3,i#)MEqHOiw
議長,ぎちょう,chairman,總統,N3,ivgef2]KwO
きちんと,きちんと,"precisely, accurately",精確地、準確地,N3,"r#L,S)sfK&"
きつい,きつい,"tight, close, intense",緊密、親近、激烈,N3,j)>u~$9^*r
気付く,きづく,"to notice, to recognize, to become aware of",注意到，認識到，意識到,N3,xDh?wq7iT8
気に入る,きにいる,"to like, to be please",喜歡，感到高興,N3,"uegN*W,m$w"
記入,きにゅう,"entry, filling in of forms",錄入，填寫表格,N3,vlEX%x--1.
記念,きねん,"commemoration, memory",紀念，回憶,N3,H8>Vf=G.}w
機能,きのう,"function, faculty",職能，學院,N3,QB(9=:5m2@
気の毒,きのどく,"pitiful, a pity",可憐，可惜,N3,qiFq+*QK@q
寄付,きふ,"contribution, donation",捐款,N3,P<<3-~akkr
希望,きぼう,"hope, wish, aspiration",希望、願望、抱負,N3,"rKl|qTb,g-"
基本,きほん,"basic, basis",基本，基礎,N3,r&MTg)%4_-
決まり,きまり,"settlement, conclusion, rule",和解、結論、規則,N3,DmsWlm^9ML
気味,きみ,"-like, -looking, -looked",-like，-looking，-looked,N3,iNru&P?85/
奇妙,きみょう,"strange, queer, curious",奇怪的，古怪的，好奇的,N3,LWN?@8(b&a
義務,ぎむ,"duty, obligation, responsibility",職責、義務、責任,N3,Da7kYMio|S
疑問,ぎもん,"question, problem, doubt",問題、難題、疑惑,N3,zRRFu?JoKE
逆,ぎゃく,"reverse, opposite",相反，對立,N3,EiDH#>VXk9
キャプテン,キャプテン,captain,隊長,N3,pQT]>v52;$
キャンプ,キャンプ,camp,營,N3,F4[L_8oSn
旧,きゅう,ex-,前任-,N3,wKI{_3LgUf
級,きゅう,"class, grade, rank",班級、年級、排名,N3,ywhuZF1TJ0
球,きゅう,"globe, sphere, ball",地球儀，球體，球,N3,P<LmV^}EUI
休暇,きゅうか,"vacation, holiday, day off",假期、假日、休息日,N3,HtR8NVhhfe
休憩,きゅうけい,"rest, break, intermission",休息、間歇、中場休息,N3,M?^9bN:14o
急激,きゅうげき,"sudden, precipitous, radical",突然的，急劇的，激進的,N3,bR.b24bzOE
吸収,きゅうしゅう,"absorption, suction",吸收、吸力,N3,uP}=0<A&zm
救助,きゅうじょ,"relief, aid, rescue",救援、援助、救助,N3,x{|!Zu?h8!
急速,きゅうそく,"rapid (e.g., progress)",快速（例如，進展）,N3,H*fw]->cqe
休息,きゅうそく,"rest, relief, relaxation",休息、放鬆、舒緩,N3,mFQb-ci%=n
急に,きゅうに,suddenly,突然,N3,nbPHpp}wLe
給料,きゅうりょう,"salary, wages",薪資，工資,N3,bFBKO):>Pu
器用,きよう,"skillful, handy",熟練的，能幹的,N3,j>:wz+YD-O
教科書,きょうかしょ,textbook,教科書,N3,kkoTF|;.kp
競技,きょうぎ,"game, match, contest",比賽、賽事,N3,c3-]g>CAR$
行儀,ぎょうぎ,manners,禮儀,N3,yCsCHa$b|3
供給,きょうきゅう,"supply, provision",供應、提供,N3,H.&4r-|xC*
教授,きょうじゅ,"teaching, instruction; professor",教學，指導；教授,N3,j9WXPp%y<F
強調,きょうちょう,"emphasis, stress, stressed point",強調、壓力、重點,N3,ekVG@ic`Qc
共通,きょうつう,"commonness, mutual",共同性，相互的,N3,iNbpa<XIBY
共同,きょうどう,"cooperation, association, collaboration",合作、協會、協作,N3,M&4X!=%k6!
恐怖,きょうふ,"fear, terror",恐懼，驚恐,N3,E^f~?uHKoJ
協力,きょうりょく,"cooperation, collaboration",合作、協作,N3,C?Z%aW?GmJ
強力,きょうりょく,"powerful, strong",強大、有力,N3,"o`2(1ZfJ,z"
許可,きょか,"permission, approval",許可、批准,N3,xgOJVyt)!-
局,きょく,"office, bureau, station(TV, radio)",辦公室、局、電台（電視台​​、廣播電台）,N3,tQ0a`!@5U(
巨大,きょだい,"huge, gigantic, enormous",巨大的，龐大的，無比的,N3,"xA&bS[Q4,y"
嫌う,きらう,"to hate, to dislike, to loathe",憎恨，不喜歡，厭惡,N3,br%KM$_?V3
霧,きり,"fog, mist",霧，薄霧,N3,xhY3{w-]xD
切れ,きれ,"cloth, piece, cut",布料、布塊、裁片,N3,no-N<tQ].O
切れる,きれる,"to cut well, to be sharp; to break (off)",切得好，鋒利；折斷（掉落）,N3,vq3fa)$([j
記録,きろく,"record, minutes, document",記錄、會議記錄、文件,N3,E9&**2T5hb
議論,ぎろん,"argument, discussion, dispute",爭論、討論、爭議,N3,tHrivglW.I
金,きん,"gold, metal; money",黃金，金屬；貨幣,N3,}{gI`5unu
銀,ぎん,silver,銀,N3,r=)`V@J5eU
禁煙,きんえん,No Smoking,禁止抽煙,N3,O$<^K)0$)}
金額,きんがく,amount of money,金額,N3,"MF#,QebEjl"
金庫,きんこ,"safe, vault",保險箱，金庫,N3,fW#b}db?aR
禁止,きんし,"prohibition, ban",禁止，禁令,N3,Gdm1sTV(+-
金銭,きんせん,"money, cash",現金,N3,gfWr=5X>7*
金属,きんぞく,metal,金屬,N3,y9?7a-hRGY
近代,きんだい,modern times,現代,N3,":<%,Q>)l%"
緊張,きんちょう,"tension, mental strain, nervousness",緊張、精神壓力、焦慮,N3,G?ovKqSJ{(
筋肉,きんにく,"muscle, sinews",肌肉、肌腱,N3,rIZ[8xFGmr
金融,きんゆう,"finance, money and banking",金融、貨幣和銀行,N3,ft);I1go9:
句,く,phrase,短語,N3,s#j6K^u/Ut
食う,くう,(male) (vulg.) to eat,（男性）（粗俗）吃,N3,m^2{l`XD/G
偶然,ぐうぜん,"(by) chance, unexpectedly",偶然地，出乎意料地,N3,Bjglx^BH1F
臭い,くさい,"stinky, smelly, bad-smelling",臭的，難聞的，難聞的,N3,wHN8;QJo.]
鎖,くさり,chain,鏈,N3,cOg]TL4|L&
腐る,くさる,"to rot, to go bad",腐爛，變質,N3,u_}*Hl&WiO
癖,くせ,"a habit (often a bad habit), peculiarity",習慣（通常是壞習慣），怪癖,N3,Ae-]tyqPg+
管,くだ,"pipe, tube",管道、管,N3,pL(+IcFnzy
具体,ぐたい,"concrete, tangible, material",具體、有形、物質,N3,j&j}xVZwy2
下り,くだり,down-train (going away from Tokyo),下行列車（開往遠離東京的方向）,N3,ll}#-y;}nb
下る,くだる,"to get down, to descend",下去，下降,N3,J8{HBuKP{o
苦痛,くつう,"pain, agony",痛苦，折磨,N3,"gHRe}_+,oB"
ぐっすり,ぐっすり,"sound asleep, fast asleep",睡得很沉，睡得很香,N3,p-l^nopeNF
区別,くべつ,"distinction, differentiation, classification",區別、區分、分類,N3,BvvL(+LdQJ
組,くみ,"class, team, set",班級、團隊、集合,N3,Eo]xBl)F72
組合,くみあい,"association, union",協會、工會,N3,yqy^)Y;[n3
組む,くむ,to put together,組裝,N3,drFT5_xS_C
汲む,くむ,"to draw, to scoop, to pump",抽取，舀取，泵送,N3,Q)1C!FL!I~
酌む,くむ,to serve sake,侍酒,N3,46h2Xe@mx
悔しい,くやしい,"regrettable, mortifying, vexing",令人遺憾的，令人羞愧的，令人惱火的,N3,rlXMK!]p!4
位,くらい,"grade, rank, about",等級、排名、關於,N3,n?/Ib+~G&7
暮らし,くらし,living; life style,生活；生活方式,N3,ur3R:N98HP
クラシック,クラシック,classic(s),經典,N3,gWD`rMx`.V
暮らす,くらす,"to live, to get along",生存，相處,N3,uz%a*.FY`[
グラス,グラス,glass; grass,玻璃；草,N3,"o%;,f2E00;"
グランド,グランド,"gland, grand, (electrical) ground",接頭，大，（電氣）接地,N3,y<]BSgg>1B
クリーム,クリーム,cream,奶油,N3,x%D6yIVKeG
繰り返す,くりかえす,"to repeat, to do something over again",重複，再次做某事,N3,x/V;r?ugpG
クリスマス,クリスマス,Christmas,聖誕節,N3,qJB4cU<;.M
狂う,くるう,"to go mad, to get out of order",發瘋，失去秩序,N3,LFsc7Cxxu?
グループ,グループ,group,團體,N3,ml-qdb`4u(
苦しい,くるしい,tough; physically strenuous,艱難的；體力消耗巨大的,N3,o9TWr2(ugU
苦しむ,くるしむ,"to suffer, to groan, to be worried",痛苦，呻吟，擔憂,N3,JPH_;zI]Eb
暮れ,くれ,"year end,",年末,N3,J-H`.dV)Ya
苦労,くろう,hardship; suffering,困境；苦難,N3,Qg]J+:tq@n
加える,くわえる,"to append, to sum up, to add (up)",附加，匯總，加起來,N3,uHR{k-Ggpv
咥える,くわえる,to hold something in the mouth,用嘴巴含住某物,N3,MP^AZ7xeUw
詳しい,くわしい,detailed; full; accurate,詳細的；完整的；準確的,N3,OydH!z!UV$
加わる,くわわる,"to join in, to accede to",加入，同意,N3,C1e@=>t]o?
訓,くん,native Japanese reading of a Chinese character,日語對漢字的發音,N3,bzc~15=D>r
軍,ぐん,"army, force, troops",軍隊、部隊、兵力,N3,snlGor1;5B
郡,ぐん,"country, district",國家，地區,N3,bXy5Bz>=dm
軍隊,ぐんたい,"army, troops",軍隊，部隊,N3,ztU9>^6)?#
訓練,くんれん,"practice, training",練習、訓練,N3,FBWzrhuPIY
下,げ,"under, below, beneath",下面，下方，在…之下,N3,JgwryRe;fM
計,けい,"plan; sum, total",計劃；總和，總計,N3,oeGx?<asd*
敬意,けいい,"respect, honor",尊重、榮譽,N3,PG>aot:bo~
経営,けいえい,"management, administration",管理、行政,N3,b~su7M=0~@
景気,けいき,"condition, state, business (condition)",狀況、狀態、業務（狀況）,N3,Ju%`{&u<L~
傾向,けいこう,"tendency, trend, inclination",趨勢、傾向、喜好,N3,j=d#Ly-}f$
警告,けいこく,warning,警告,N3,6frcgbqoo
計算,けいさん,"calculation, reckoning",計算，清算,N3,uhjx!mhsp>
掲示,けいじ,"notice, bulletin",通知、公告,N3,k:vtm*1T8E
刑事,けいじ,"criminal case, (police) detective",刑事案件，（警察）偵探,N3,e8dFatK7SV
芸術,げいじゅつ,"(fine) art, the arts",藝術（美術），藝術,N3,pxydrozlB3
契約,けいやく,"contract, compact, agreement",合約、契約、協議,N3,rb+qu;iaOF
経由,けいゆ,"go by the way, via",順便一提，透過,N3,iaYgH/NFbB
ケース,ケース,case,案件,N3,tQq4Ps7@D>
ゲーム,ゲーム,game,遊戲,N3,"f6tl8,95d0"
劇,げき,"drama, play",戲劇，劇,N3,Fj4m~K@AaE
劇場,げきじょう,"theater, playhouse",劇院，戲院,N3,]#<%*v<%(
化粧,けしょう,make-up (cosmetic),化妝（化妝品）,N3,kU@d`$tb#v
けち,けち,"stinginess, miser",吝嗇鬼，守財奴,N3,s#8[d||F]p
血液,けつえき,blood,血,N3,hvJ?D%;5l%
結果,けっか,"result, consequence",結果、後果,N3,uus~EAck7g
欠陥,けっかん,"defect, fault, deficiency",缺陷、故障、不足,N3,"JPtOP,>ga["
結局,けっきょく,"after all, eventually",畢竟，最終,N3,jyia6$GYCZ
決心,けっしん,"determination, resolution",決心，解決,N3,c0O1]G99<]
欠席,けっせき,"absence, non-attendance",缺勤，未到崗,N3,C}LnP5iu4O
決定,けってい,"decision, determination",決定，決心,N3,"Jp:0Ai2,VX"
欠点,けってん,"faults, defect, weakness",故障、缺陷、弱點,N3,M9`w:3e`~]
結論,けつろん,conclusion,結論,N3,iMXuHup!!R
煙,けむり,"smoke, fumes",煙霧,N3,lSxqx7`C*~
蹴る,ける,to kick,踢,N3,MV$~w0X!y2
券,けん,"ticket, certificate",票券、證書,N3,hb?hf::?yp
県,けん,prefecture,州,N3,MN<nt8!(02
見解,けんかい,"opinion, point of view",觀點，看法,N3,G#%jy:[3F!
限界,げんかい,"limit, bound",極限，界限,N3,JaoBjFZQ]<
現金,げんきん,cash,現金,N3,v>1Aj:QNui
言語,げんご,language,語言,N3,ejQbjwn<j/
健康,けんこう,health(y),健康）,N3,n11FRELGTJ
検査,けんさ,"inspection, examination",檢查、檢驗,N3,JUjY[Ey:u:
現在,げんざい,"now (same as 今 (いま)), present, current",現在（與今（いま）相同），現在，現在,N3,w(.$MQ!&Z<
現実,げんじつ,reality,現實,N3,F232?ww;iJ
現象,げんしょう,phenomenon,現象,N3,FyKmxf<-vO
現状,げんじょう,"present condition, status quo",現狀,N3,N|BEb?m$K?
建設,けんせつ,"construction, foundation",建築，地基,N3,znx=MK$=96
現代,げんだい,"today, present-day",今天，現今,N3,fu)f(:6JAs
建築,けんちく,"construction, architecture",建築、建築,N3,"NM6eAgwD,T"
見当,けんとう,"estimate, guess",估計，猜測,N3,t]}1Fz~P+l
検討,けんとう,"consideration, examination, investigation",考慮、審查、調查,N3,Qr-3$@5oy:
現場,げんば,"actual spot, scene, field",實際地點、場景、田野,N3,pPYxD+.Tt<
憲法,けんぽう,constitution,憲法,N3,Pt+Ua9}uUU
権利,けんり,"right, privilege",權利，特權,N3,BlH<4P^#PV
後,ご,"afterwards, since then",之後，從那時起,N3,NFyG.<z1HC
碁,ご,Go (board game of capturing territory),圍棋（一種爭奪領土的桌遊）,N3,e~/B8i!5F)
恋,こい,"love, tender passion",愛，溫柔的激情,N3,I%Sh/ap#4{
濃い,こい,"thick (as of color, liquid), dense, strong",濃稠（指顏色、液體等），緻密，強韌,N3,cR>i$T~1vO
恋人,こいびと,lover; sweetheart; girlfriend,情人；甜心；女朋友,N3,"lgn5l,{H`B"
幸運,こううん,"good luck, fortune",祝你好運，財運亨通,N3,u*FUt2q$fc
講演,こうえん,"lecture, talk",講座，演講,N3,"vP=[7BPl,E"
効果,こうか,"effect, result",效果，結果,N3,vT0BrdLKhF
硬貨,こうか,coin,硬幣,N3,"qBE<@>&,:4"
高価,こうか,high price,高價,N3,J01j$uto]T
豪華,ごうか,"luxurious, gorgeous, extravagance",奢華的，華麗的，極盡奢靡,N3,VKR/XQP(/
合格,ごうかく,"success, passing (e.g., exam)",成功，通過（例如，考試）,N3,wSq<0USuY5
交換,こうかん,"exchange, swap",交換，互換,N3,FoW0]ZL+c.
航空,こうくう,"aviation, flying",航空，飛行,N3,gKh#|Nhux
光景,こうけい,"scene, spectacle",場景，奇觀,N3,uTN)wO>N*m
合計,ごうけい,"sum total, total amount",總和，總金額,N3,z@(R~.`dKi
攻撃,こうげき,"attack, strike, offensive",攻擊、打擊、進攻,N3,fbxr=B^K{z
貢献,こうけん,"contribution, services",貢獻、服務,N3,im57ib}9qS
広告,こうこく,advertisement,廣告,N3,qa5XPpB~K$
交際,こうさい,"friendship, association, acquaintance",友誼、交往、熟人,N3,nH$6L6<H;R
校舎,こうしゃ,school building,校舍,N3,x5W<B+BK>R
後者,こうしゃ,the latter,後者,N3,kUquk|vi;&
工場,こうば,"factory, plant",工廠，廠房,N3,"kU8AM-,iY!"
公正,こうせい,"justice, fairness, impartiality",正義、公平、公正,N3,N@!)sH2_75
構成,こうせい,"organization, composition",組織，組成,N3,Fd-KLO&b~!
高速,こうそく,"high speed, high gear",高速，高檔位,N3,"B,HIrwQ4QK"
行動,こうどう,"action, conduct, behavior",行動、行為,N3,Q_m+2cq0*[
強盗,ごうとう,"robbery, burglary",搶劫，入室行竊,N3,lC8A_#]SF+
後輩,こうはい,junior members of a group,一個團體的初級成員,N3,exC.)`@)h[
幸福,こうふく,"happiness, blessedness",幸福，幸福,N3,KnC^{e}c.-
公平,こうへい,"fairness, impartial, justice",公平、公正、正義,N3,"HfCG]C,9b3"
候補,こうほ,candidacy,候選資格,N3,jI7M_ck/=4
考慮,こうりょ,"consideration, taking into account",考慮到,N3,ORy-9jIY.M
越える,こえる,"to exceed, to cross over, to cross",超過，越過，穿越,N3,Ps<w%<}`Nz
超える,こえる,"to exceed, to cross over, to cross",超過，越過，穿越,N3,rn/xivT%1v
コーチ,コーチ,coach,教練,N3,E.482d:D0W
コード,コード,code; cord; chord,代碼；繩子；和弦,N3,QKH0$=zpP3
氷,こおり,"ice, hail",冰，冰雹,N3,jVp@v3rS)h
凍る,こおる,"to freeze, to be frozen over, to congeal",凍結，結冰，凝固,N3,A<P8Ao~%+S
ゴール,ゴール,goal,目標,N3,PTY>]PCTXK
誤解,ごかい,misunderstanding,誤解,N3,FY37~etpV/
語学,ごがく,language study,語言學習,N3,lSZ`^u4$^l
呼吸,こきゅう,"breath, respiration",呼吸，呼吸作用,N3,HYaR{=4wss
故郷,こきょう,hometown,家鄉,N3,x[p9$Yy?#r
極,ごく,"quite, very",非常，很,N3,x-os]7T;c
国語,こくご,national language,國家語言,N3,P(9q-`0&O-
国籍,こくせき,nationality,國籍,N3,r.}Cb086.1
黒板,こくばん,blackboard,黑板,N3,gM[VFRJO/m
克服,こくふく,"conquest, overcome",征服，戰勝,N3,cg-)t|ngzK
国民,こくみん,"national, people, citizen",國家、人民、公民,N3,K+q@X-WIB[
穀物,こくもつ,"grain, cereal, corn",穀物、穀類、玉米,N3,EVuq#tu]8|
腰,こし,"hip, waist",臀圍，腰圍,N3,m<9C4|i/Uj
胡椒,こしょう,pepper,胡椒,N3,b)_&^<=JnX
個人,こじん,"individual, private person",個人，私人人士,N3,xJ9*Qc)q|;
越す,こす,"to go over (e.g., with audience)",（例如，與觀眾一起）,N3,N~a2o@b;S|
超す,こす,"to cross, to pass, to tide over",穿越，通過，渡過,N3,E.}3vgSSP~
国家,こっか,"state, country, nation",州、國家、民族,N3,g^&ilH.z=f
国会,こっかい,"National Diet, parliament, congress",國民議會、國會,N3,xLo2`0x`}C
国境,こっきょう,national or state border,國家或州邊界,N3,"ni,}~dk?wC"
骨折,こっせつ,bone fracture,骨折,N3,KXTKU$f!R4
小包,こづつみ,"parcel, package",包裹,N3,EPSe<f!:WV
琴,こと,Japanese harp,日本豎琴,N3,lswbJ>f(+[
異なる,ことなる,"to differ, to vary",不同，變化,N3,GI=<w6vpiE
諺,ことわざ,"proverb, saying",諺語，說法,N3,NY!nEVJ<.6
断る,ことわる,"to refuse, to decline, to dismiss",拒絕，駁回，解僱,N3,g8Tps~wm2h
粉,こな,"flour, powder",麵粉，粉末,N3,"w.,c]65Xdw"
好み,このみ,"liking, taste, choice",喜歡、口味、選擇,N3,gist9XPg!/
好む,このむ,"to like, to prefer",喜歡，偏愛,N3,O)%aoWh139
こぼす,こぼす,to spill,溢出,N3,eD]eIT[NNo
こぼれる,こぼれる,"to overflow, to spill",溢出，流出,N3,D8@l08%7LL
塵,ごみ,"garbage, litter",垃圾，雜物,N3,A^PPEPy8?0
小麦,こむぎ,wheat,小麥,N3,QFa;ZcAclR
ごめんなさい,ごめんなさい,"I beg your pardon, excuse me, I'm sorry",對不起，請原諒，對不起。,N3,fxa7^/$d15
小屋,こや,"hut, cabin, shed",小屋、木屋、棚屋,N3,L1:(fi`+1`
これら,これら,these,這些,N3,bJ5Dn}}2bE
殺す,ころす,to kill,殺死,N3,FEbGULqZc5
転ぶ,ころぶ,"to fall down, to fall over",跌倒，摔倒,N3,fb9L+KGLPL
今回,こんかい,"now, this time, lately",現在，這一次，最近,N3,v>V@:|&Nyu
今後,こんご,"from now on, hereafter",從今以後,N3,"i[%,=_sR{<"
混雑,こんざつ,"confusion, congestion",混亂、擁堵,N3,nJ8&5%w5iO
こんなに,こんなに,"so, like this, in this way",所以，像這樣，以這種方式,N3,yp0~/ynI.y
困難,こんなん,"difficulty, distress",困難，痛苦,N3,d&:m/eYAE}
今日,こんにち,"today, this day",今天，這一天,N3,v>M{d#cP&m
こんにちは,こんにちは,"hello, good day (daytime greeting)",你好，祝你今天愉快（白天問候語）,N3,v[Wf5IN)l&
婚約,こんやく,"engagement, betrothal",訂婚，訂婚,N3,"K{EyJ!,l%Q"
混乱,こんらん,"chaos, confusion, mayhem",混亂、困惑、騷動,N3,"FayR37Z,t-"
差,さ,"difference, variation",差異、變化,N3,FOmfV#Q?35
サービス,サービス,"service, support system; goods or services without charge",服務、支援系統；免費商品或服務,N3,bg5_R(4_L^
際,さい,"on the occasion of, circumstances",在此場合，在各種情況下,N3,Nv+d+Us](G
最高,さいこう,"highest, supreme, the most",最高，至高無上，最…,N3,"Onra,t[Ph&"
財産,ざいさん,"property, fortune, assets",財產、財富、資產,N3,s;c/9B[#a4
最終,さいしゅう,"last, closing",最後，結束,N3,flW!HkNC&a
最中,さいちゅう,in the middle of,在中間,N3,Ek!(iCG2TX
最低,さいてい,"least, lowest, worst",最少，最低，最差,N3,N/OsVi[gL-
才能,さいのう,"talent, ability",天賦、能力,N3,DHNwuYd#?N
裁判,さいばん,"trial, judgment",審判，判決,N3,Cj0VNC)aXI
材料,ざいりょう,"ingredients, material",成分、材料,N3,k38qoD9zt6
幸い,さいわい,fortunately; luckily,幸運的是；幸運的是,N3,d2lSIg);.
サイン,サイン,autograph; sign; sine,簽名；簽名；正弦,N3,x?{c^]RVe$
境,さかい,"border, boundary, mental state",邊界、界限、心理狀態,N3,QShv^7rF%|
逆らう,さからう,"to go against, to oppose, to disobey",反對，違抗，不服從,N3,o`A^ehWi@^
盛り,さかり,"helping, serving",幫助、服務,N3,v$YrLV9qnx
作業,さぎょう,"work, operation, manufacturing",工作、營運、製造,N3,b=vHpFfwSZ
裂く,さく,"to tear, to split",撕裂，裂開,N3,LDUwnq~#Q?
昨,さく,"last (year), yesterday",去年昨天,N3,GL+Y)4yXcS
作品,さくひん,"work, opus, production",作品、鉅作、製作,N3,MGr8G06#z_
作物,さくもつ,"produce (e.g., agricultural), crops",農產品（例如，農作物）,N3,p(LSOs6uw7
桜,さくら,"cherry blossom, cherry tree",櫻花，櫻花樹,N3,Jm^a%*`E!g
酒,さけ,"alcohol, sake",酒，清酒,N3,t}%j30SHEF
叫ぶ,さけぶ,"to shout, to cry",喊叫，哭泣,N3,E5;W<1MI2|
避ける,さける,"to avoid (physical contact); to ward off, to avert",避免（身體接觸）；阻止，避開,N3,QIaY:U+_Wa
支える,ささえる,"support, hold, sustain",支持、維持、維持,N3,e#(-!es11Q
刺さる,ささる,"to stick, to be stuck",黏住，被黏住,N3,di2BW%43-n
刺す,さす,"to sting, to bite (e.g., bug), to prick, to stab",刺，咬（例如，蟲咬），戳，刺,N3,e48t5Q~CL_
指す,さす,"to point,",也就是說，,N3,k`e;TAGgko
挿す,さす,"to insert, to put in, to graft",插入，放入，移植,N3,"MY60EU`x,H"
注す,さす,"to pour (drink), to serve (drinks)",倒（飲料），供應（飲料）,N3,qH4&#`}]gG
射す,さす,"to shine, to strike",閃耀，擊中,N3,u.)8@5Yw87
座席,ざせき,seat,座位,N3,"tDVi}8QLX,"
誘う,さそう,"to invite (someone to do something with you); to tempt, to lure",邀請（某人與你一起做某事）；誘惑，引誘,N3,t@[{w{yfI4
札,さつ,"bill, note",帳單、便條,N3,wTy^V@~}^O
作家,さっか,"author, writer, novelist",作者、作家、小說家,N3,BKI1ycChW6
作曲,さっきょく,composition (of music),音樂創作,N3,Io0i{.3D4v
ざっと,ざっと,"roughly, in round numbers",粗略估計，約數,N3,"l]%gAJA,OM"
さっぱり,さっぱり,"feeling refreshed, neat",感覺神清氣爽，整潔,N3,"f,Wl.Ci0`l"
さて,さて,"well; now (typically used when switching to a new, usually more important topic)",好了；現在（通常用於切換到一個新的、通常更重要的話題時）,N3,LIh4>dp+/=
砂漠,さばく,desert,沙漠,N3,kKUmiT9F9W
差別,さべつ,"discrimination, differentiation",辨別、區分,N3,dyD!/ON4A8
ママ,ママ,Mama,媽媽,N3,zyZFReMUU6
豆,まめ,"beans, peas",豆類，豌豆,N3,GoM5kwLZ`E
守る,まもる,to protect; to abide (by the rules),保護；遵守（規則）,N3,KIn|zt16*V
迷う,まよう,"to be puzzled, to be perplexed, to lose one's way",感到困惑，不知所措，迷失方向,N3,L;:4YYq`)5
丸,まる,"circle, full (month)",圓，滿（月）,N3,Q)LW*l-M`[
円,まる,circle,圓圈,N3,c11Q@w}#J~
まるで,まるで,just like,一樣,N3,nQ6e%/X<.r
万一,まんいち,"by some chance, if by any chance",碰巧，如果有什麼機會的話,N3,H0H9j9*ddg
満足,まんぞく,satisfaction,滿意,N3,Qfyuj9^wer
身,み,"body, main part",主體部分,N3,FD}%mUxg1n
実,み,"fruit, seed, good result",果實、種子、好結果,N3,j`zE[mIWkt
見送り,みおくり,seeing one off,目送一個,N3,"zL,W$(?WXy"
味方,みかた,"ally, supporter",盟友，支持者,N3,EF85/VL>m_
見事,みごと,"splendid, magnificent",輝煌燦爛，壯麗無比,N3,FG5RYvwId;
ミス,ミス,"miss (mistake, error, failure), Miss",錯過（錯誤、失誤、失敗），錯過,N3,h#^4pNfLXB
満ちる,みちる,"to be full, to mature",成熟,N3,u[~LhQX)13
密,みつ,"thick, close",厚實，緊密,N3,Q7s<b_//qW
認める,みとめる,"to recognize, to notice; to approve",認識到，注意到；批准,N3,"JetA%b8l~,"
見舞い,みまい,"expression of sympathy, expression of concern",表達同情，表達關切,N3,nw{(:&zpou
土産,みやげ,souvenir,紀念品,N3,z~]qvc)tb[
都,みやこ,city; capital,城市；首都,N3,B3uIy2Ddpn
妙,みょう,"strange, unusual",奇怪，不尋常,N3,LNAQ6Xt7x$
明後日,みょうごにち,day after tomorrow,後天,N3,vq>.q}^O]P
未来,みらい,future (life tense),將來式（生活式）,N3,Ghk@nVs)kS
魅力,みりょく,"charm, fascination, appeal",魅力、吸引力、吸引力,N3,w{[H?`kNh]
診る,みる,to examine (a patient),檢查（病人）,N3,Ap.|xWc<xg
ミルク,ミルク,milk,牛奶,N3,rW2yU+[.3;
無,む,"nothing, naught, zero",無，零，零,N3,M/]]Gfu|C<
向かい,むかい,"facing, opposite, across",面對，對面，橫跨,N3,v-M][z30<G
迎え,むかえ,"meeting, person sent to pick up an arrival",會議，派人去迎接抵達者,N3,M.JFq}D{XW
向く,むく,to face,面對,N3,"B?VOe(a,ck"
剥く,むく,"to peel, to skin",剝皮，去皮,N3,O9G!=VsU$R
向ける,むける,"to turn towards, to point",轉向，指向,N3,O0#L}~28:p
無視,むし,"disregard, ignore",漠視，無視,N3,"H?.,UKB|]n"
蒸し暑い,むしあつい,"humid, sultry",潮濕悶熱,N3,b:SYmm(y*W
虫歯,むしば,"cavity, tooth decay",蛀牙，牙齒腐爛,N3,p^*~90tI~;
寧ろ,むしろ,"rather, better, instead",相反，或者說，更好的是，,N3,iKd&nF*kp>
蒸す,むす,"to steam, to poultice, to be sultry",蒸煮，敷藥，悶熱,N3,A8e|Klqr_`
結ぶ,むすぶ,"to tie, to bind, to link",捆綁，連接，連接,N3,ymg7!.{d0`
無駄,むだ,"futility, uselessness",徒勞，無用,N3,f?04M}_6S/
夢中,むちゅう,"crush, crazy, be hooked on",迷戀，瘋狂，上癮,N3,c*kD_bu37.
胸,むね,"breast, chest",胸部,N3,yLcSyJ#.nc
無料,むりょう,"free, no charge",免費，不收費,N3,JN6`<L^h|2
芽,め,sprout,發芽,N3,"j,J}0*}#hN"
明確,めいかく,"clear, definite",清晰、明確,N3,DCM(3>-lRK
名刺,めいし,(name) card; business card,名片；商務卡,N3,K3cZp`gUUo
名詞,めいし,noun,名詞,N3,iPorDGRE(|
命じる,めいじる,"to order, to command, to appoint",命令，指揮，任命,N3,qg|.+Szu_I
名人,めいじん,"master, expert",大師，專家,N3,Fni-n$8WrW
命令,めいれい,"order, command, decree",命令、指示、法令,N3,KKSB-pS%yq
迷惑,めいわく,"trouble, bother, annoyance",麻煩，困擾，煩惱,N3,"i.t)w,3ng-"
目上,めうえ,person of higher status; one's senior,地位較高的人；上級,N3,oNjcNV)ff[
